timestamp,perclos,blinks_per_min,risk_score,alert_triggered,yawn_detected,nod_detected,texting_detected,car_close,left_ear,right_ear,mar,head_pitch
2025-12-14 04:51:41.016,0.0,0.0,25.0,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:42.035,0.0,0.0,25.0,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:43.041,0.0,0.0,25.0,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:44.053,0.0,0.0,25.0,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:45.068,0.0,0.0,25.0,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:46.087,0.0,0.0,25.0,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:47.089,0.0,0.0,25.0,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:48.100,0.0,0.0,25.0,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:49.114,0.0,0.0,25.0,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:50.133,0.0,0.0,25.0,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:51.146,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:52.152,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:53.163,0.0,0.0,25.0,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:54.177,0.0,0.0,25.0,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:55.191,0.0,0.0,25.0,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:56.208,0.0,0.0,25.0,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False
2025-12-14 04:51:57.218,0.0,0.0,25.0,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False
